"dep","nouvelle","insee_nouvelle","ancienne","insee_ancienne"
"88","Granges-Aumontzey","88218","Granges-sur-Vologne","88218"
"88","Provenchères-et-Colroy","88361","Colroy-la-Grande","88112"
"88","Provenchères-et-Colroy","88361","Provenchères-sur-Fave","88361"
"89","Charny-Orée-de-Puisaye","89086","Chambeugle","89070"
"89","Charny-Orée-de-Puisaye","89086","Charny","89086"
"89","Charny-Orée-de-Puisaye","89086","Chêne-Arnoult","89097"
"89","Charny-Orée-de-Puisaye","89086","Chevillon","89103"
"89","Charny-Orée-de-Puisaye","89086","Dicy","89138"
"89","Charny-Orée-de-Puisaye","89086","Fontenouilles","89178"
"89","Charny-Orée-de-Puisaye","89086","Grandchamp","89192"
"89","Charny-Orée-de-Puisaye","89086","Malicorne","89241"
"89","Charny-Orée-de-Puisaye","89086","Marchais-Beton","89243"
"89","Charny-Orée-de-Puisaye","89086","Perreux","89294"
"89","Charny-Orée-de-Puisaye","89086","Prunoy","89317"
"89","Charny-Orée-de-Puisaye","89086","Saint-Denis-sur-Ouanne","89343"
"89","Charny-Orée-de-Puisaye","89086","Saint-Martin-sur-Ouanne","89358"
"89","Charny-Orée-de-Puisaye","89086","Villefranche","89454"
"89","Le Val-d'Ocre","89334","Saint-Martin-sur-Ocre","89356"
"89","Le Val-d'Ocre","89334","Saint-Aubin-Château-Neuf","89334"
"89","Les Vallées-de-la-Vanne","89411","Chigy","89107"
"89","Les Vallées-de-la-Vanne","89411","Theil-sur-Vanne","89411"
"89","Les Vallées-de-la-Vanne","89411","Vareilles","89429"
"89","Sépeaux-Saint-Romain","89388","Saint-Romain-le-Preux","89366"
"89","Sépeaux-Saint-Romain","89388","Sépeaux","89388"
"89","Valravillon","89196","Guerchy","89196"
"89","Valravillon","89196","Laduz","89213"
"89","Valravillon","89196","Neuilly","89275"
"89","Valravillon","89196","Villemer","89457"
"89","Vermenton","89441","Sacy","89330"
"89","Vermenton","89441","Vermenton","89441"
